date,region,country,product,sales_rep,channel,segment,units_sold,unit_price_usd,discount_rate,revenue_usd,fleet_uptime,battery_health,co2_saved_tons
2025-06-21,Southern Africa,South Africa,Battery Pack Gen2,John Mwangi,Direct,Public Transport,1,45000,0.061,42255.0,0.981,0.928,2.28
2025-06-21,North Africa,Egypt,E-Bus 45,Awa Diallo,Partner,Shuttle Services,2,280000,0.054,529760.0,0.871,0.898,5.69
2025-06-21,North Africa,Tunisia,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.009,208110.0,0.976,0.952,3.3
2025-06-22,Southern Africa,Zambia,Onboard Charger 30kW,John Mwangi,Direct,Private Fleet,3,12000,0.052,34128.0,0.939,0.869,11.96
2025-06-22,North Africa,Morocco,Depot Charger 60kW,Awa Diallo,Tender,Shuttle Services,1,25000,0.059,23525.0,0.95,0.89,3.45
2025-06-22,Southern Africa,Zambia,Battery Pack Gen2,Yao Kouamé,Direct,Public Transport,2,45000,0.048,85680.0,0.931,0.887,7.19
2025-06-22,East Africa,Kenya,E-Bus 25,John Mwangi,Direct,Public Transport,2,155000,0.031,300390.0,0.979,0.894,3.96
2025-06-22,Southern Africa,Zimbabwe,E-Bus 25,Awa Diallo,Partner,Private Fleet,1,155000,0.056,146320.0,0.912,0.927,3.63
2025-06-23,North Africa,Egypt,Depot Charger 60kW,Peter Otieno,Partner,Public Transport,1,25000,0.028,24300.0,0.945,0.921,2.97
2025-06-23,West Africa,Ghana,Depot Charger 60kW,Awa Diallo,Direct,Shuttle Services,2,25000,0.076,46200.0,0.957,0.99,5.8
2025-06-24,North Africa,Morocco,E-Bus 35,Fatou Ndiaye,Partner,Public Transport,1,210000,0.065,196350.0,0.91,0.941,1.73
2025-06-24,Southern Africa,Zimbabwe,Depot Charger 60kW,Yao Kouamé,Tender,Public Transport,1,25000,0.036,24100.0,0.945,0.922,2.68
2025-06-24,Southern Africa,South Africa,Depot Charger 60kW,Awa Diallo,Direct,Shuttle Services,3,25000,0.057,70725.0,0.935,0.966,11.03
2025-06-24,West Africa,Senegal,Onboard Charger 30kW,Lerato Moyo,Direct,Private Fleet,1,12000,0.082,11016.0,0.995,0.95,3.63
2025-06-25,West Africa,Côte d'Ivoire,E-Bus 45,John Mwangi,Direct,Public Transport,1,280000,0.059,263480.0,0.909,0.962,2.02
2025-06-25,Southern Africa,Zimbabwe,Battery Pack Gen2,John Mwangi,Direct,Private Fleet,1,45000,0.063,42165.0,0.929,0.99,1.97
2025-06-25,East Africa,Kenya,Battery Pack Gen2,John Mwangi,Tender,Shuttle Services,1,45000,0.081,41355.0,0.925,0.932,2.18
2025-06-25,North Africa,Morocco,E-Bus 25,Fatou Ndiaye,Partner,Public Transport,1,155000,0.068,144460.0,0.947,0.882,1.88
2025-06-25,West Africa,Senegal,Onboard Charger 30kW,John Mwangi,Direct,Private Fleet,1,12000,0.002,11976.0,0.966,0.909,3.17
2025-06-25,North Africa,Egypt,E-Bus 35,Peter Otieno,Partner,Public Transport,1,210000,0.062,196980.0,0.929,0.99,2.04
2025-06-25,Southern Africa,South Africa,Battery Pack Gen2,Peter Otieno,Direct,Public Transport,1,45000,0.059,42345.0,0.924,0.952,3.05
2025-06-26,East Africa,Kenya,Depot Charger 60kW,Awa Diallo,Direct,Shuttle Services,2,25000,0.024,48800.0,0.884,0.954,4.9
2025-06-26,West Africa,Senegal,E-Bus 25,Lerato Moyo,Direct,Shuttle Services,3,155000,0.027,452445.0,0.978,0.895,10.14
2025-06-26,East Africa,Kenya,E-Bus 45,Fatou Ndiaye,Partner,Public Transport,2,280000,0.03,543200.0,0.913,0.8,5.6
2025-06-27,East Africa,Kenya,Depot Charger 60kW,Peter Otieno,Direct,Public Transport,3,25000,0.038,72150.0,0.917,0.963,9.15
2025-06-27,East Africa,Uganda,E-Bus 35,Yao Kouamé,Partner,Private Fleet,1,210000,0.04,201600.0,0.938,0.956,3.64
2025-06-27,East Africa,Kenya,E-Bus 35,Lerato Moyo,Partner,Public Transport,1,210000,0.046,200340.0,0.941,0.925,2.38
2025-06-27,West Africa,Côte d'Ivoire,E-Bus 35,Awa Diallo,Tender,Private Fleet,1,210000,0.063,196770.0,0.936,0.943,2.39
2025-06-28,East Africa,Kenya,Depot Charger 60kW,Yao Kouamé,Partner,Shuttle Services,1,25000,0.0,25000.0,0.994,0.99,2.55
2025-06-28,West Africa,Ghana,Onboard Charger 30kW,Peter Otieno,Partner,Private Fleet,1,12000,0.03,11640.0,0.99,0.888,2.16
2025-06-28,East Africa,Uganda,E-Bus 25,Yao Kouamé,Direct,Shuttle Services,1,155000,0.061,145545.0,0.992,0.859,2.57
2025-06-28,North Africa,Egypt,E-Bus 35,Awa Diallo,Direct,Public Transport,1,210000,0.038,202020.0,0.925,0.915,3.02
2025-06-28,Southern Africa,Zambia,Onboard Charger 30kW,Peter Otieno,Direct,Public Transport,1,12000,0.049,11412.0,0.952,0.94,2.28
2025-06-28,North Africa,Tunisia,E-Bus 35,Awa Diallo,Direct,Public Transport,1,210000,0.068,195720.0,0.887,0.894,3.16
2025-06-28,Southern Africa,Zimbabwe,E-Bus 45,Lerato Moyo,Direct,Private Fleet,1,280000,0.055,264600.0,0.959,0.946,1.76
2025-06-28,North Africa,Tunisia,E-Bus 35,Yao Kouamé,Partner,Public Transport,1,210000,0.004,209160.0,0.967,0.939,1.85
2025-06-28,North Africa,Egypt,E-Bus 35,Yao Kouamé,Partner,Private Fleet,1,210000,0.059,197610.0,0.941,0.952,3.98
2025-06-29,West Africa,Senegal,Onboard Charger 30kW,Peter Otieno,Direct,Private Fleet,1,12000,0.081,11028.0,0.96,0.99,3.81
2025-06-29,North Africa,Tunisia,E-Bus 25,Peter Otieno,Partner,Private Fleet,2,155000,0.086,283340.0,0.952,0.956,6.67
2025-06-29,West Africa,Côte d'Ivoire,Battery Pack Gen2,Awa Diallo,Tender,Private Fleet,1,45000,0.041,43155.0,0.893,0.898,2.88
2025-06-30,East Africa,Tanzania,Battery Pack Gen2,Peter Otieno,Partner,Shuttle Services,3,45000,0.029,131085.0,0.935,0.924,5.85
2025-06-30,Southern Africa,South Africa,E-Bus 35,Awa Diallo,Tender,Public Transport,1,210000,0.028,204120.0,0.96,0.885,3.37
2025-06-30,North Africa,Morocco,E-Bus 25,Yao Kouamé,Direct,Public Transport,1,155000,0.049,147405.0,0.919,0.912,1.85
2025-06-30,West Africa,Côte d'Ivoire,Battery Pack Gen2,Awa Diallo,Tender,Private Fleet,3,45000,0.014,133110.0,0.949,0.93,9.74
2025-06-30,East Africa,Tanzania,E-Bus 25,Peter Otieno,Tender,Public Transport,2,155000,0.068,288920.0,0.982,0.977,3.71
2025-07-01,Southern Africa,Zambia,Depot Charger 60kW,Lerato Moyo,Partner,Public Transport,1,25000,0.085,22875.0,0.934,0.919,2.92
2025-07-01,East Africa,Uganda,Depot Charger 60kW,Fatou Ndiaye,Tender,Public Transport,1,25000,0.074,23150.0,0.97,0.97,2.46
2025-07-02,West Africa,Côte d'Ivoire,Onboard Charger 30kW,Peter Otieno,Direct,Private Fleet,2,12000,0.05,22800.0,0.85,0.918,5.52
2025-07-02,Southern Africa,South Africa,E-Bus 25,Peter Otieno,Direct,Public Transport,1,155000,0.067,144615.0,0.931,0.975,3.9
2025-07-02,East Africa,Uganda,E-Bus 35,Awa Diallo,Direct,Shuttle Services,1,210000,0.051,199290.0,0.912,0.977,3.92
2025-07-03,Southern Africa,South Africa,E-Bus 25,Awa Diallo,Direct,Public Transport,1,155000,0.054,146630.0,0.95,0.902,3.51
2025-07-03,North Africa,Tunisia,Battery Pack Gen2,Awa Diallo,Direct,Private Fleet,1,45000,0.018,44190.0,0.924,0.907,2.61
2025-07-03,West Africa,Senegal,E-Bus 25,Lerato Moyo,Direct,Public Transport,1,155000,0.103,139035.0,0.974,0.959,2.19
2025-07-03,Southern Africa,Zimbabwe,Battery Pack Gen2,Fatou Ndiaye,Partner,Shuttle Services,1,45000,0.07,41850.0,0.944,0.91,2.45
2025-07-03,East Africa,Tanzania,Battery Pack Gen2,John Mwangi,Direct,Shuttle Services,1,45000,0.054,42570.0,0.88,0.933,2.11
2025-07-04,East Africa,Tanzania,Battery Pack Gen2,John Mwangi,Partner,Private Fleet,1,45000,0.042,43110.0,0.947,0.903,2.44
2025-07-04,Southern Africa,Zimbabwe,Depot Charger 60kW,Awa Diallo,Direct,Private Fleet,1,25000,0.057,23575.0,0.965,0.916,3.79
2025-07-04,West Africa,Côte d'Ivoire,E-Bus 25,Awa Diallo,Tender,Shuttle Services,1,155000,0.046,147870.0,0.943,0.819,3.6
2025-07-04,West Africa,Côte d'Ivoire,E-Bus 45,Fatou Ndiaye,Direct,Public Transport,2,280000,0.051,531440.0,0.91,0.911,3.05
2025-07-04,Southern Africa,Zimbabwe,Onboard Charger 30kW,John Mwangi,Direct,Public Transport,1,12000,0.036,11568.0,0.947,0.852,3.04
2025-07-04,East Africa,Uganda,Battery Pack Gen2,Awa Diallo,Direct,Shuttle Services,1,45000,0.063,42165.0,0.956,0.986,2.72
2025-07-04,Southern Africa,Zimbabwe,E-Bus 45,Awa Diallo,Direct,Private Fleet,1,280000,0.016,275520.0,0.931,0.844,2.72
2025-07-05,Southern Africa,Zambia,Depot Charger 60kW,John Mwangi,Direct,Shuttle Services,1,25000,0.061,23475.0,0.948,0.928,2.37
2025-07-06,North Africa,Egypt,E-Bus 45,Yao Kouamé,Direct,Public Transport,1,280000,0.071,260120.0,0.905,0.909,3.06
2025-07-06,West Africa,Ghana,E-Bus 25,Yao Kouamé,Direct,Private Fleet,2,155000,0.023,302870.0,0.937,0.894,5.26
2025-07-06,East Africa,Tanzania,E-Bus 45,Yao Kouamé,Direct,Private Fleet,1,280000,0.027,272440.0,0.86,0.945,2.94
2025-07-06,North Africa,Morocco,E-Bus 35,Peter Otieno,Partner,Public Transport,2,210000,0.022,410760.0,0.929,0.958,5.63
2025-07-06,North Africa,Tunisia,E-Bus 45,Fatou Ndiaye,Direct,Private Fleet,2,280000,0.04,537600.0,0.93,0.944,4.36
2025-07-07,East Africa,Kenya,Battery Pack Gen2,Awa Diallo,Direct,Shuttle Services,1,45000,0.032,43560.0,0.941,0.884,1.62
2025-07-07,Southern Africa,South Africa,Onboard Charger 30kW,Peter Otieno,Partner,Public Transport,1,12000,0.064,11232.0,0.995,0.963,2.59
2025-07-07,North Africa,Egypt,Battery Pack Gen2,Fatou Ndiaye,Tender,Private Fleet,1,45000,0.066,42030.0,0.921,0.961,2.13
2025-07-07,North Africa,Morocco,Depot Charger 60kW,Fatou Ndiaye,Direct,Public Transport,2,25000,0.089,45550.0,0.948,0.986,7.34
2025-07-07,West Africa,Ghana,Depot Charger 60kW,Awa Diallo,Partner,Private Fleet,1,25000,0.048,23800.0,0.969,0.974,1.95
2025-07-07,North Africa,Egypt,Onboard Charger 30kW,Fatou Ndiaye,Direct,Public Transport,1,12000,0.071,11148.0,0.922,0.885,3.12
2025-07-07,East Africa,Kenya,E-Bus 35,Yao Kouamé,Partner,Shuttle Services,1,210000,0.0,210000.0,0.925,0.987,3.13
2025-07-07,Southern Africa,Zambia,E-Bus 45,Awa Diallo,Direct,Private Fleet,1,280000,0.11,249200.0,0.974,0.905,3.75
2025-07-08,West Africa,Côte d'Ivoire,E-Bus 45,Yao Kouamé,Direct,Private Fleet,1,280000,0.05,266000.0,0.934,0.875,2.21
2025-07-08,North Africa,Morocco,E-Bus 25,Yao Kouamé,Direct,Shuttle Services,1,155000,0.031,150195.0,0.945,0.884,3.0
2025-07-08,West Africa,Senegal,E-Bus 45,Yao Kouamé,Tender,Private Fleet,1,280000,0.0,280000.0,0.995,0.89,1.74
2025-07-08,Southern Africa,South Africa,Depot Charger 60kW,Awa Diallo,Direct,Public Transport,1,25000,0.039,24025.0,0.911,0.965,3.53
2025-07-08,East Africa,Kenya,E-Bus 25,Peter Otieno,Direct,Public Transport,3,155000,0.075,430125.0,0.922,0.898,9.46
2025-07-08,Southern Africa,South Africa,Battery Pack Gen2,Awa Diallo,Direct,Private Fleet,1,45000,0.085,41175.0,0.939,0.896,1.66
2025-07-08,West Africa,Ghana,E-Bus 25,Fatou Ndiaye,Direct,Public Transport,1,155000,0.028,150660.0,0.917,0.879,2.11
2025-07-09,Southern Africa,South Africa,E-Bus 25,John Mwangi,Tender,Private Fleet,1,155000,0.079,142755.0,0.954,0.897,2.58
2025-07-09,Southern Africa,Zambia,E-Bus 45,Yao Kouamé,Partner,Private Fleet,1,280000,0.04,268800.0,0.93,0.99,2.29
2025-07-09,West Africa,Senegal,E-Bus 35,Peter Otieno,Direct,Shuttle Services,1,210000,0.058,197820.0,0.969,0.86,3.35
2025-07-10,Southern Africa,Zambia,Battery Pack Gen2,Lerato Moyo,Direct,Private Fleet,1,45000,0.042,43110.0,0.906,0.928,2.19
2025-07-10,Southern Africa,Zambia,E-Bus 35,John Mwangi,Partner,Shuttle Services,1,210000,0.075,194250.0,0.995,0.941,3.01
2025-07-10,East Africa,Uganda,E-Bus 35,Peter Otieno,Partner,Shuttle Services,1,210000,0.061,197190.0,0.939,0.891,1.83
2025-07-10,North Africa,Tunisia,Onboard Charger 30kW,Fatou Ndiaye,Partner,Shuttle Services,1,12000,0.014,11832.0,0.97,0.935,2.56
2025-07-10,Southern Africa,South Africa,Battery Pack Gen2,Yao Kouamé,Direct,Public Transport,2,45000,0.067,83970.0,0.925,0.892,6.91
2025-07-10,North Africa,Morocco,Depot Charger 60kW,Awa Diallo,Direct,Shuttle Services,1,25000,0.021,24475.0,0.931,0.88,3.05
2025-07-11,Southern Africa,Zambia,Onboard Charger 30kW,John Mwangi,Direct,Public Transport,1,12000,0.032,11616.0,0.946,0.897,3.29
2025-07-11,East Africa,Tanzania,Onboard Charger 30kW,Lerato Moyo,Tender,Public Transport,1,12000,0.05,11400.0,0.947,0.92,3.09
2025-07-11,North Africa,Egypt,Onboard Charger 30kW,Lerato Moyo,Tender,Shuttle Services,2,12000,0.051,22776.0,0.938,0.947,6.28
2025-07-11,North Africa,Morocco,E-Bus 35,John Mwangi,Partner,Private Fleet,2,210000,0.021,411180.0,0.995,0.973,5.74
2025-07-12,North Africa,Egypt,E-Bus 25,Fatou Ndiaye,Partner,Private Fleet,1,155000,0.045,148025.0,0.907,0.842,2.02
2025-07-12,Southern Africa,Zambia,Battery Pack Gen2,Fatou Ndiaye,Partner,Private Fleet,2,45000,0.054,85140.0,0.935,0.99,4.64
2025-07-12,West Africa,Ghana,E-Bus 35,Lerato Moyo,Partner,Private Fleet,1,210000,0.071,195090.0,0.932,0.869,3.4
2025-07-12,East Africa,Tanzania,E-Bus 25,John Mwangi,Partner,Private Fleet,1,155000,0.062,145390.0,0.982,0.921,3.28
2025-07-13,East Africa,Uganda,Battery Pack Gen2,Lerato Moyo,Direct,Private Fleet,1,45000,0.006,44730.0,0.929,0.917,1.74
2025-07-14,North Africa,Morocco,E-Bus 35,Fatou Ndiaye,Direct,Private Fleet,1,210000,0.073,194670.0,0.908,0.928,2.78
2025-07-14,Southern Africa,South Africa,Onboard Charger 30kW,Lerato Moyo,Direct,Private Fleet,1,12000,0.0,12000.0,0.939,0.892,2.79
2025-07-14,North Africa,Tunisia,E-Bus 35,Fatou Ndiaye,Direct,Public Transport,1,210000,0.06,197400.0,0.939,0.988,3.21
2025-07-15,West Africa,Ghana,Onboard Charger 30kW,Lerato Moyo,Direct,Private Fleet,2,12000,0.053,22728.0,0.967,0.871,4.77
2025-07-15,North Africa,Morocco,E-Bus 25,Yao Kouamé,Tender,Private Fleet,1,155000,0.104,138880.0,0.922,0.943,2.85
2025-07-15,West Africa,Senegal,Onboard Charger 30kW,John Mwangi,Tender,Private Fleet,2,12000,0.079,22104.0,0.962,0.913,3.38
2025-07-15,North Africa,Morocco,Onboard Charger 30kW,Lerato Moyo,Partner,Private Fleet,1,12000,0.019,11772.0,0.942,0.946,2.76
2025-07-15,Southern Africa,Zambia,Depot Charger 60kW,Lerato Moyo,Direct,Public Transport,1,25000,0.032,24200.0,0.928,0.91,2.47
2025-07-16,West Africa,Senegal,E-Bus 35,Lerato Moyo,Direct,Public Transport,1,210000,0.072,194880.0,0.915,0.922,1.92
2025-07-16,East Africa,Uganda,Battery Pack Gen2,Yao Kouamé,Tender,Private Fleet,1,45000,0.037,43335.0,0.924,0.912,2.54
2025-07-16,East Africa,Kenya,E-Bus 35,Lerato Moyo,Direct,Private Fleet,3,210000,0.061,591570.0,0.953,0.934,11.13
2025-07-16,North Africa,Morocco,Battery Pack Gen2,Lerato Moyo,Partner,Private Fleet,1,45000,0.056,42480.0,0.952,0.924,3.58
2025-07-16,West Africa,Senegal,E-Bus 25,Lerato Moyo,Partner,Public Transport,1,155000,0.048,147560.0,0.962,0.93,2.68
2025-07-16,West Africa,Ghana,E-Bus 35,Peter Otieno,Tender,Private Fleet,3,210000,0.046,601020.0,0.961,0.955,7.61
2025-07-17,North Africa,Tunisia,E-Bus 35,Fatou Ndiaye,Partner,Private Fleet,2,210000,0.107,375060.0,0.976,0.893,4.79
2025-07-17,North Africa,Tunisia,E-Bus 35,Fatou Ndiaye,Direct,Private Fleet,1,210000,0.052,199080.0,0.905,0.916,2.77
2025-07-17,Southern Africa,Zambia,E-Bus 25,Yao Kouamé,Partner,Public Transport,1,155000,0.057,146165.0,0.94,0.925,2.83
2025-07-17,East Africa,Kenya,E-Bus 45,Yao Kouamé,Direct,Shuttle Services,1,280000,0.023,273560.0,0.898,0.914,1.91
2025-07-18,Southern Africa,Zambia,Depot Charger 60kW,Fatou Ndiaye,Tender,Public Transport,1,25000,0.102,22450.0,0.954,0.856,3.44
2025-07-18,East Africa,Kenya,E-Bus 35,Fatou Ndiaye,Direct,Public Transport,1,210000,0.087,191730.0,0.921,0.907,2.87
2025-07-18,Southern Africa,Zimbabwe,Depot Charger 60kW,Lerato Moyo,Partner,Private Fleet,2,25000,0.095,45250.0,0.981,0.903,4.72
2025-07-20,East Africa,Kenya,Battery Pack Gen2,Lerato Moyo,Partner,Public Transport,1,45000,0.008,44640.0,0.969,0.949,1.81
2025-07-20,West Africa,Ghana,Depot Charger 60kW,Lerato Moyo,Direct,Private Fleet,1,25000,0.06,23500.0,0.917,0.948,2.38
2025-07-20,North Africa,Tunisia,Onboard Charger 30kW,Lerato Moyo,Tender,Public Transport,1,12000,0.032,11616.0,0.958,0.93,2.37
2025-07-20,East Africa,Kenya,Battery Pack Gen2,Lerato Moyo,Direct,Private Fleet,1,45000,0.028,43740.0,0.946,0.924,2.78
2025-07-20,East Africa,Kenya,Battery Pack Gen2,Yao Kouamé,Direct,Private Fleet,1,45000,0.02,44100.0,0.967,0.931,1.83
2025-07-21,North Africa,Morocco,E-Bus 35,Awa Diallo,Direct,Shuttle Services,1,210000,0.018,206220.0,0.923,0.91,3.66
2025-07-21,North Africa,Egypt,E-Bus 25,Awa Diallo,Direct,Shuttle Services,1,155000,0.062,145390.0,0.904,0.939,2.51
2025-07-21,North Africa,Morocco,Battery Pack Gen2,Lerato Moyo,Direct,Shuttle Services,1,45000,0.084,41220.0,0.93,0.859,2.87
2025-07-22,North Africa,Egypt,E-Bus 45,John Mwangi,Direct,Shuttle Services,1,280000,0.039,269080.0,0.931,0.888,1.71
2025-07-22,North Africa,Egypt,Battery Pack Gen2,Awa Diallo,Direct,Public Transport,1,45000,0.054,42570.0,0.859,0.916,3.7
2025-07-22,North Africa,Egypt,E-Bus 25,Yao Kouamé,Tender,Shuttle Services,1,155000,0.067,144615.0,0.968,0.893,1.9
2025-07-22,West Africa,Ghana,Onboard Charger 30kW,Awa Diallo,Direct,Private Fleet,1,12000,0.039,11532.0,0.921,0.898,3.41
2025-07-23,North Africa,Egypt,E-Bus 35,Awa Diallo,Partner,Private Fleet,1,210000,0.011,207690.0,0.908,0.868,2.42
2025-07-23,Southern Africa,Zimbabwe,Onboard Charger 30kW,Fatou Ndiaye,Direct,Public Transport,1,12000,0.045,11460.0,0.978,0.931,3.73
2025-07-24,West Africa,Côte d'Ivoire,E-Bus 25,John Mwangi,Partner,Shuttle Services,2,155000,0.059,291710.0,0.995,0.893,4.15
2025-07-25,East Africa,Kenya,Battery Pack Gen2,Lerato Moyo,Direct,Shuttle Services,1,45000,0.02,44100.0,0.988,0.976,2.75
2025-07-25,West Africa,Senegal,Depot Charger 60kW,Lerato Moyo,Partner,Private Fleet,1,25000,0.034,24150.0,0.975,0.845,1.72
2025-07-26,West Africa,Senegal,Battery Pack Gen2,Peter Otieno,Direct,Public Transport,1,45000,0.0,45000.0,0.939,0.933,3.69
2025-07-26,Southern Africa,Zimbabwe,E-Bus 35,Lerato Moyo,Partner,Shuttle Services,2,210000,0.04,403200.0,0.914,0.974,3.61
2025-07-26,East Africa,Tanzania,Battery Pack Gen2,Yao Kouamé,Partner,Public Transport,2,45000,0.132,78120.0,0.893,0.849,4.25
2025-07-26,West Africa,Senegal,E-Bus 45,Fatou Ndiaye,Direct,Public Transport,1,280000,0.061,262920.0,0.922,0.904,1.98
2025-07-26,Southern Africa,Zambia,Depot Charger 60kW,Peter Otieno,Tender,Public Transport,2,25000,0.03,48500.0,0.896,0.959,7.34
2025-07-27,West Africa,Senegal,E-Bus 45,John Mwangi,Tender,Private Fleet,1,280000,0.05,266000.0,0.909,0.9,3.85
2025-07-27,North Africa,Egypt,Onboard Charger 30kW,Fatou Ndiaye,Tender,Public Transport,1,12000,0.038,11544.0,0.945,0.907,2.04
2025-07-27,Southern Africa,South Africa,Battery Pack Gen2,Fatou Ndiaye,Tender,Public Transport,1,45000,0.017,44235.0,0.88,0.901,2.8
2025-07-27,East Africa,Tanzania,Battery Pack Gen2,Fatou Ndiaye,Partner,Shuttle Services,1,45000,0.048,42840.0,0.918,0.892,2.18
2025-07-27,East Africa,Kenya,E-Bus 45,John Mwangi,Direct,Private Fleet,1,280000,0.065,261800.0,0.947,0.893,2.69
2025-07-27,Southern Africa,Zimbabwe,E-Bus 35,Fatou Ndiaye,Direct,Public Transport,1,210000,0.036,202440.0,0.955,0.928,1.52
2025-07-28,North Africa,Morocco,Onboard Charger 30kW,Awa Diallo,Partner,Public Transport,1,12000,0.039,11532.0,0.936,0.912,2.06
2025-07-28,East Africa,Kenya,E-Bus 45,John Mwangi,Direct,Public Transport,1,280000,0.05,266000.0,0.899,0.967,2.3
2025-07-28,West Africa,Ghana,Depot Charger 60kW,Awa Diallo,Partner,Private Fleet,1,25000,0.035,24125.0,0.956,0.92,3.15
2025-07-29,Southern Africa,Zimbabwe,E-Bus 25,John Mwangi,Tender,Shuttle Services,1,155000,0.044,148180.0,0.935,0.876,2.68
2025-07-29,Southern Africa,Zimbabwe,Battery Pack Gen2,Fatou Ndiaye,Direct,Public Transport,1,45000,0.049,42795.0,0.941,0.963,1.65
2025-07-29,North Africa,Egypt,Onboard Charger 30kW,Awa Diallo,Partner,Shuttle Services,1,12000,0.06,11280.0,0.909,0.945,3.93
2025-07-29,North Africa,Tunisia,E-Bus 35,Fatou Ndiaye,Partner,Public Transport,1,210000,0.013,207270.0,0.937,0.944,3.66
2025-07-29,Southern Africa,South Africa,E-Bus 25,Fatou Ndiaye,Tender,Private Fleet,1,155000,0.035,149575.0,0.932,0.882,3.92
2025-07-29,Southern Africa,South Africa,E-Bus 45,Fatou Ndiaye,Tender,Shuttle Services,1,280000,0.015,275800.0,0.934,0.843,3.28
2025-07-30,East Africa,Tanzania,Depot Charger 60kW,Peter Otieno,Tender,Private Fleet,1,25000,0.06,23500.0,0.887,0.941,3.56
2025-07-30,Southern Africa,Zimbabwe,E-Bus 25,Awa Diallo,Direct,Private Fleet,1,155000,0.029,150505.0,0.955,0.92,3.89
2025-07-30,Southern Africa,Zambia,Depot Charger 60kW,John Mwangi,Partner,Public Transport,1,25000,0.055,23625.0,0.947,0.899,2.4
2025-07-31,Southern Africa,South Africa,E-Bus 45,Awa Diallo,Direct,Public Transport,1,280000,0.063,262360.0,0.906,0.896,1.87
2025-07-31,North Africa,Morocco,Depot Charger 60kW,Yao Kouamé,Direct,Shuttle Services,2,25000,0.005,49750.0,0.952,0.91,7.97
2025-07-31,West Africa,Ghana,E-Bus 25,Awa Diallo,Tender,Shuttle Services,1,155000,0.052,146940.0,0.976,0.904,2.32
2025-08-01,North Africa,Tunisia,Battery Pack Gen2,John Mwangi,Tender,Private Fleet,1,45000,0.004,44820.0,0.888,0.869,2.63
2025-08-01,West Africa,Senegal,Depot Charger 60kW,Yao Kouamé,Tender,Public Transport,1,25000,0.049,23775.0,0.961,0.928,2.64
2025-08-01,West Africa,Côte d'Ivoire,Battery Pack Gen2,Lerato Moyo,Tender,Shuttle Services,1,45000,0.074,41670.0,0.953,0.919,2.9
2025-08-01,West Africa,Ghana,E-Bus 25,Fatou Ndiaye,Direct,Public Transport,2,155000,0.068,288920.0,0.926,0.945,4.59
2025-08-01,East Africa,Kenya,Onboard Charger 30kW,John Mwangi,Direct,Private Fleet,1,12000,0.103,10764.0,0.915,0.904,1.66
2025-08-01,Southern Africa,South Africa,Battery Pack Gen2,Yao Kouamé,Tender,Shuttle Services,2,45000,0.025,87750.0,0.959,0.99,5.03
2025-08-01,North Africa,Morocco,E-Bus 25,Fatou Ndiaye,Direct,Shuttle Services,1,155000,0.086,141670.0,0.908,0.897,3.43
2025-08-02,East Africa,Uganda,E-Bus 35,Awa Diallo,Direct,Shuttle Services,1,210000,0.071,195090.0,0.995,0.892,3.69
2025-08-02,Southern Africa,South Africa,E-Bus 45,Lerato Moyo,Tender,Public Transport,1,280000,0.083,256760.0,0.943,0.959,3.93
2025-08-03,East Africa,Uganda,E-Bus 25,Yao Kouamé,Direct,Private Fleet,1,155000,0.031,150195.0,0.937,0.974,3.46
2025-08-03,Southern Africa,Zambia,E-Bus 25,Lerato Moyo,Partner,Public Transport,1,155000,0.027,150815.0,0.94,0.944,3.39
2025-08-03,East Africa,Tanzania,Battery Pack Gen2,Fatou Ndiaye,Tender,Private Fleet,2,45000,0.042,86220.0,0.938,0.883,5.94
2025-08-03,North Africa,Egypt,E-Bus 35,Awa Diallo,Tender,Shuttle Services,1,210000,0.085,192150.0,0.898,0.99,3.49
2025-08-03,West Africa,Côte d'Ivoire,Battery Pack Gen2,Lerato Moyo,Direct,Shuttle Services,2,45000,0.099,81090.0,0.995,0.852,7.84
2025-08-03,North Africa,Tunisia,E-Bus 45,Lerato Moyo,Direct,Public Transport,1,280000,0.068,260960.0,0.906,0.857,2.51
2025-08-03,Southern Africa,Zambia,Battery Pack Gen2,Yao Kouamé,Direct,Shuttle Services,2,45000,0.052,85320.0,0.949,0.975,4.63
2025-08-03,West Africa,Ghana,E-Bus 35,Yao Kouamé,Direct,Private Fleet,3,210000,0.071,585270.0,0.938,0.912,7.51
2025-08-04,North Africa,Egypt,E-Bus 25,Lerato Moyo,Tender,Shuttle Services,1,155000,0.06,145700.0,0.995,0.932,2.35
2025-08-04,West Africa,Côte d'Ivoire,Onboard Charger 30kW,Peter Otieno,Direct,Public Transport,1,12000,0.067,11196.0,0.878,0.879,3.67
2025-08-04,North Africa,Morocco,Depot Charger 60kW,Lerato Moyo,Partner,Public Transport,1,25000,0.021,24475.0,0.922,0.898,1.59
2025-08-04,Southern Africa,Zambia,E-Bus 45,Lerato Moyo,Direct,Public Transport,1,280000,0.045,267400.0,0.947,0.914,3.84
2025-08-04,North Africa,Tunisia,E-Bus 35,Fatou Ndiaye,Partner,Shuttle Services,1,210000,0.081,192990.0,0.959,0.99,1.88
2025-08-05,East Africa,Kenya,Battery Pack Gen2,Yao Kouamé,Direct,Public Transport,5,45000,0.085,205875.0,0.963,0.917,11.08
2025-08-05,East Africa,Tanzania,Onboard Charger 30kW,Fatou Ndiaye,Partner,Private Fleet,2,12000,0.019,23544.0,0.922,0.867,6.96
